"","game.id","Date","team","div","conf","status","pts","diff","def.rank"
"1315",658,"Sun, Jan 25, 2015","Chicago Bulls","Southeast Division","East","h","84","-12","14"
"1316",658,"Sun, Jan 25, 2015","Miami Heat","Atlantic Division","East","v","96","12","6"
"1317",659,"Sun, Jan 25, 2015","Cleveland Cavaliers","Northwest Division","East","h","108","10","23"
"1318",659,"Sun, Jan 25, 2015","Oklahoma City Thunder","Atlantic Division","East","v","98","-10","3"
"1319",660,"Sun, Jan 25, 2015","Denver Nuggets","Southeast Division","West","h","115","-2","19"
"1320",660,"Sun, Jan 25, 2015","Washington Wizards","Atlantic Division","East","v","117","2","15"
"1321",661,"Sun, Jan 25, 2015","Golden State Warriors","Atlantic Division","West","h","114","3","4"
"1322",661,"Sun, Jan 25, 2015","Boston Celtics","Atlantic Division","East","v","111","-3","26"
"1323",662,"Sun, Jan 25, 2015","Los Angeles Lakers","Southwest Division","West","h","87","-12","25"
"1324",662,"Sun, Jan 25, 2015","Houston Rockets","Atlantic Division","East","v","99","12","5"
"1325",663,"Sun, Jan 25, 2015","New Orleans Pelicans","Southwest Division","West","h","109","3","21"
"1326",663,"Sun, Jan 25, 2015","Dallas Mavericks","Atlantic Division","East","v","106","-3","9"
"1327",664,"Sun, Jan 25, 2015","Orlando Magic","Central Division","East","h","99","-7","27"
"1328",664,"Sun, Jan 25, 2015","Indiana Pacers","Atlantic Division","East","v","106","7","8"
"1329",665,"Sun, Jan 25, 2015","Phoenix Suns","Pacific Division","West","h","100","-20","11"
"1330",665,"Sun, Jan 25, 2015","Los Angeles Clippers","Atlantic Division","East","v","120","20","2"
"1331",666,"Sun, Jan 25, 2015","San Antonio Spurs","Central Division","West","h","101","6","1"
"1332",666,"Sun, Jan 25, 2015","Milwaukee Bucks","Atlantic Division","East","v","95","-6","29"
"1333",667,"Sun, Jan 25, 2015","Toronto Raptors","Central Division","East","h","114","4","12"
"1334",667,"Sun, Jan 25, 2015","Detroit Pistons","Atlantic Division","East","v","110","-4","24"
"1335",668,"Mon, Jan 26, 2015","Los Angeles Clippers","Northwest Division","West","h","102","4","2"
"1336",668,"Mon, Jan 26, 2015","Denver Nuggets","Atlantic Division","East","v","98","-4","19"
"1337",669,"Mon, Jan 26, 2015","Memphis Grizzlies","Southeast Division","West","h","103","9","13"
"1338",669,"Mon, Jan 26, 2015","Orlando Magic","Atlantic Division","East","v","94","-9","27"
"1339",670,"Mon, Jan 26, 2015","New Orleans Pelicans","Atlantic Division","West","h","99","25","21"
"1340",670,"Mon, Jan 26, 2015","Philadelphia 76ers","Atlantic Division","East","v","74","-25","30"
"1341",671,"Mon, Jan 26, 2015","Oklahoma City Thunder","Southwest Division","West","h","92","8","3"
"1342",671,"Mon, Jan 26, 2015","Minnesota Timberwolves","Atlantic Division","East","v","84","-8","10"
"1343",672,"Mon, Jan 26, 2015","Utah Jazz","Atlantic Division","West","h","90","-9","28"
"1344",672,"Mon, Jan 26, 2015","Boston Celtics","Atlantic Division","East","v","99","9","26"
"1345",673,"Tue, Jan 27, 2015","Dallas Mavericks","Southwest Division","West","h","90","-19","9"
"1346",673,"Tue, Jan 27, 2015","Memphis Grizzlies","Atlantic Division","East","v","109","19","13"
"1347",674,"Tue, Jan 27, 2015","Detroit Pistons","Central Division","East","h","95","-8","24"
"1348",674,"Tue, Jan 27, 2015","Cleveland Cavaliers","Atlantic Division","East","v","103","8","23"
"1349",675,"Tue, Jan 27, 2015","Golden State Warriors","Central Division","West","h","111","-2","4"
"1350",675,"Tue, Jan 27, 2015","Chicago Bulls","Atlantic Division","East","v","113","2","14"
"1351",676,"Tue, Jan 27, 2015","Indiana Pacers","Atlantic Division","East","h","91","-13","8"
"1352",676,"Tue, Jan 27, 2015","Toronto Raptors","Atlantic Division","East","v","104","13","12"
"1353",677,"Tue, Jan 27, 2015","Los Angeles Lakers","Southeast Division","West","h","92","-6","25"
"1354",677,"Tue, Jan 27, 2015","Washington Wizards","Atlantic Division","East","v","98","6","15"
"1355",678,"Tue, Jan 27, 2015","Miami Heat","Central Division","East","h","102","-7","6"
"1356",678,"Tue, Jan 27, 2015","Milwaukee Bucks","Atlantic Division","East","v","109","7","29"
"1357",679,"Wed, Jan 28, 2015","Atlanta Hawks","Atlantic Division","East","h","113","11","16"
"1358",679,"Wed, Jan 28, 2015","Brooklyn Nets","Atlantic Division","East","v","102","-11","20"
"1359",680,"Wed, Jan 28, 2015","Cleveland Cavaliers","Northwest Division","East","h","99","5","23"
"1360",680,"Wed, Jan 28, 2015","Portland Trail Blazers","Atlantic Division","East","v","94","-5","7"
"1361",681,"Wed, Jan 28, 2015","Houston Rockets","Southwest Division","West","h","99","5","5"
"1362",681,"Wed, Jan 28, 2015","Dallas Mavericks","Atlantic Division","East","v","94","-5","9"
"1363",682,"Wed, Jan 28, 2015","Minnesota Timberwolves","Atlantic Division","West","h","110","12","10"
"1364",682,"Wed, Jan 28, 2015","Boston Celtics","Atlantic Division","East","v","98","-12","26"
"1365",683,"Wed, Jan 28, 2015","New Orleans Pelicans","Northwest Division","West","h","85","-8","21"
"1366",683,"Wed, Jan 28, 2015","Denver Nuggets","Atlantic Division","East","v","93","8","19"
"1367",684,"Wed, Jan 28, 2015","New York Knicks","Northwest Division","East","h","100","8","18"
"1368",684,"Wed, Jan 28, 2015","Oklahoma City Thunder","Atlantic Division","East","v","92","-8","3"
"1369",685,"Wed, Jan 28, 2015","Philadelphia 76ers","Central Division","East","h","89","20","30"
"1370",685,"Wed, Jan 28, 2015","Detroit Pistons","Atlantic Division","East","v","69","-20","24"
"1371",686,"Wed, Jan 28, 2015","Phoenix Suns","Southeast Division","West","h","106","8","11"
"1372",686,"Wed, Jan 28, 2015","Washington Wizards","Atlantic Division","East","v","98","-8","15"
"1373",687,"Wed, Jan 28, 2015","San Antonio Spurs","Southeast Division","West","h","95","9","1"
"1374",687,"Wed, Jan 28, 2015","Charlotte Hornets","Atlantic Division","East","v","86","-9","17"
"1375",688,"Wed, Jan 28, 2015","Toronto Raptors","Pacific Division","East","h","119","17","12"
"1376",688,"Wed, Jan 28, 2015","Sacramento Kings","Atlantic Division","East","v","102","-17","22"
"1377",689,"Wed, Jan 28, 2015","Utah Jazz","Pacific Division","West","h","89","-5","28"
"1378",689,"Wed, Jan 28, 2015","Los Angeles Clippers","Atlantic Division","East","v","94","5","2"
"1379",690,"Thu, Jan 29, 2015","Indiana Pacers","Atlantic Division","East","h","103","21","8"
"1380",690,"Thu, Jan 29, 2015","New York Knicks","Atlantic Division","East","v","82","-21","18"
"1381",691,"Thu, Jan 29, 2015","Los Angeles Lakers","Central Division","West","h","123","5","25"
"1382",691,"Thu, Jan 29, 2015","Chicago Bulls","Atlantic Division","East","v","118","-5","14"
"1383",692,"Thu, Jan 29, 2015","Memphis Grizzlies","Northwest Division","West","h","99","30","13"
"1384",692,"Thu, Jan 29, 2015","Denver Nuggets","Atlantic Division","East","v","69","-30","19"
"1385",693,"Thu, Jan 29, 2015","Orlando Magic","Central Division","East","h","100","-15","27"
"1386",693,"Thu, Jan 29, 2015","Milwaukee Bucks","Atlantic Division","East","v","115","15","29"
"1387",694,"Fri, Jan 30, 2015","Atlanta Hawks","Northwest Division","East","h","105","6","16"
"1388",694,"Fri, Jan 30, 2015","Portland Trail Blazers","Atlantic Division","East","v","99","-6","7"
"1389",695,"Fri, Jan 30, 2015","Boston Celtics","Southwest Division","East","h","87","-6","26"
"1390",695,"Fri, Jan 30, 2015","Houston Rockets","Atlantic Division","East","v","93","6","5"
"1391",696,"Fri, Jan 30, 2015","Brooklyn Nets","Atlantic Division","East","h","122","-5","20"
"1392",696,"Fri, Jan 30, 2015","Toronto Raptors","Atlantic Division","East","v","127","5","12"
"1393",697,"Fri, Jan 30, 2015","Cleveland Cavaliers","Pacific Division","East","h","101","11","23"
"1394",697,"Fri, Jan 30, 2015","Sacramento Kings","Atlantic Division","East","v","90","-11","22"
"1395",698,"Fri, Jan 30, 2015","Miami Heat","Southwest Division","East","h","72","-21","6"
"1396",698,"Fri, Jan 30, 2015","Dallas Mavericks","Atlantic Division","East","v","93","21","9"
"1397",699,"Fri, Jan 30, 2015","New Orleans Pelicans","Pacific Division","West","h","108","5","21"
"1398",699,"Fri, Jan 30, 2015","Los Angeles Clippers","Atlantic Division","East","v","103","-5","2"
"1399",700,"Fri, Jan 30, 2015","Philadelphia 76ers","Southwest Division","East","h","103","9","30"
"1400",700,"Fri, Jan 30, 2015","Minnesota Timberwolves","Atlantic Division","East","v","94","-9","10"
"1401",701,"Fri, Jan 30, 2015","Phoenix Suns","Central Division","West","h","99","6","11"
"1402",701,"Fri, Jan 30, 2015","Chicago Bulls","Atlantic Division","East","v","93","-6","14"
"1403",702,"Fri, Jan 30, 2015","Utah Jazz","Pacific Division","West","h","110","10","28"
"1404",702,"Fri, Jan 30, 2015","Golden State Warriors","Atlantic Division","East","v","100","-10","4"
"1405",703,"Sat, Jan 31, 2015","Atlanta Hawks","Atlantic Division","East","h","91","6","16"
"1406",703,"Sat, Jan 31, 2015","Philadelphia 76ers","Atlantic Division","East","v","85","-6","30"
"1407",704,"Sat, Jan 31, 2015","Denver Nuggets","Southeast Division","West","h","86","-18","19"
"1408",704,"Sat, Jan 31, 2015","Charlotte Hornets","Atlantic Division","East","v","104","18","17"
"1409",705,"Sat, Jan 31, 2015","Detroit Pistons","Southwest Division","East","h","114","13","24"
"1410",705,"Sat, Jan 31, 2015","Houston Rockets","Atlantic Division","East","v","101","-13","5"
"1411",706,"Sat, Jan 31, 2015","Golden State Warriors","Pacific Division","West","h","106","19","4"
"1412",706,"Sat, Jan 31, 2015","Phoenix Suns","Atlantic Division","East","v","87","-19","11"
"1413",707,"Sat, Jan 31, 2015","Indiana Pacers","Pacific Division","East","h","94","-5","8"
"1414",707,"Sat, Jan 31, 2015","Sacramento Kings","Atlantic Division","East","v","99","5","22"
"1415",708,"Sat, Jan 31, 2015","Memphis Grizzlies","Northwest Division","West","h","85","11","13"
"1416",708,"Sat, Jan 31, 2015","Oklahoma City Thunder","Atlantic Division","East","v","74","-11","3"
"1417",709,"Sat, Jan 31, 2015","Milwaukee Bucks","Northwest Division","East","h","95","7","29"
"1418",709,"Sat, Jan 31, 2015","Portland Trail Blazers","Atlantic Division","East","v","88","-7","7"
"1419",710,"Sat, Jan 31, 2015","Minnesota Timberwolves","Central Division","West","h","90","-16","10"
"1420",710,"Sat, Jan 31, 2015","Cleveland Cavaliers","Atlantic Division","East","v","106","16","23"
"1421",711,"Sat, Jan 31, 2015","Orlando Magic","Southwest Division","East","h","93","-15","27"
"1422",711,"Sat, Jan 31, 2015","Dallas Mavericks","Atlantic Division","East","v","108","15","9"
"1423",712,"Sat, Jan 31, 2015","San Antonio Spurs","Pacific Division","West","h","85","-20","1"
"1424",712,"Sat, Jan 31, 2015","Los Angeles Clippers","Atlantic Division","East","v","105","20","2"
"1425",713,"Sat, Jan 31, 2015","Washington Wizards","Atlantic Division","East","h","116","-4","15"
"1426",713,"Sat, Jan 31, 2015","Toronto Raptors","Atlantic Division","East","v","120","4","12"
"1427",714,"Sun, Feb 1, 2015","Boston Celtics","Southeast Division","East","h","75","-8","26"
"1428",714,"Sun, Feb 1, 2015","Miami Heat","Atlantic Division","East","v","83","8","6"
"1429",715,"Sun, Feb 1, 2015","New York Knicks","Pacific Division","East","h","92","12","18"
"1430",715,"Sun, Feb 1, 2015","Los Angeles Lakers","Atlantic Division","East","v","80","-12","25"
"1431",716,"Mon, Feb 2, 2015","Brooklyn Nets","Pacific Division","East","h","102","2","20"
"1432",716,"Mon, Feb 2, 2015","Los Angeles Clippers","Atlantic Division","East","v","100","-2","2"
"1433",717,"Mon, Feb 2, 2015","Cleveland Cavaliers","Atlantic Division","East","h","97","13","23"
"1434",717,"Mon, Feb 2, 2015","Philadelphia 76ers","Atlantic Division","East","v","84","-13","30"
"1435",718,"Mon, Feb 2, 2015","Dallas Mavericks","Southwest Division","West","h","100","6","9"
"1436",718,"Mon, Feb 2, 2015","Minnesota Timberwolves","Atlantic Division","East","v","94","-6","10"
"1437",719,"Mon, Feb 2, 2015","New Orleans Pelicans","Southeast Division","West","h","115","15","21"
"1438",719,"Mon, Feb 2, 2015","Atlanta Hawks","Atlantic Division","East","v","100","-15","16"
"1439",720,"Mon, Feb 2, 2015","Oklahoma City Thunder","Southeast Division","West","h","104","7","3"
"1440",720,"Mon, Feb 2, 2015","Orlando Magic","Atlantic Division","East","v","97","-7","27"
"1441",721,"Mon, Feb 2, 2015","Phoenix Suns","Southwest Division","West","h","101","-1","11"
"1442",721,"Mon, Feb 2, 2015","Memphis Grizzlies","Atlantic Division","East","v","102","1","13"
"1443",722,"Mon, Feb 2, 2015","Toronto Raptors","Central Division","East","h","75","-7","12"
"1444",722,"Mon, Feb 2, 2015","Milwaukee Bucks","Atlantic Division","East","v","82","7","29"
"1445",723,"Mon, Feb 2, 2015","Washington Wizards","Southeast Division","East","h","88","-4","15"
"1446",723,"Mon, Feb 2, 2015","Charlotte Hornets","Atlantic Division","East","v","92","4","17"
"1447",724,"Tue, Feb 3, 2015","Detroit Pistons","Southeast Division","East","h","108","17","24"
"1448",724,"Tue, Feb 3, 2015","Miami Heat","Atlantic Division","East","v","91","-17","6"
"1449",725,"Tue, Feb 3, 2015","New York Knicks","Atlantic Division","East","h","97","-11","18"
"1450",725,"Tue, Feb 3, 2015","Boston Celtics","Atlantic Division","East","v","108","11","26"
"1451",726,"Tue, Feb 3, 2015","Philadelphia 76ers","Northwest Division","East","h","105","7","30"
"1452",726,"Tue, Feb 3, 2015","Denver Nuggets","Atlantic Division","East","v","98","-7","19"
"1453",727,"Tue, Feb 3, 2015","Portland Trail Blazers","Northwest Division","West","h","103","1","7"
"1454",727,"Tue, Feb 3, 2015","Utah Jazz","Atlantic Division","East","v","102","-1","28"
"1455",728,"Tue, Feb 3, 2015","Sacramento Kings","Pacific Division","West","h","96","-25","22"
"1456",728,"Tue, Feb 3, 2015","Golden State Warriors","Atlantic Division","East","v","121","25","4"
"1457",729,"Wed, Feb 4, 2015","Atlanta Hawks","Southeast Division","East","h","105","9","16"
"1458",729,"Wed, Feb 4, 2015","Washington Wizards","Atlantic Division","East","v","96","-9","15"
"1459",730,"Wed, Feb 4, 2015","Boston Celtics","Northwest Division","East","h","104","4","26"
"1460",730,"Wed, Feb 4, 2015","Denver Nuggets","Atlantic Division","East","v","100","-4","19"
"1461",731,"Wed, Feb 4, 2015","Golden State Warriors","Southwest Division","West","h","128","14","4"
"1462",731,"Wed, Feb 4, 2015","Dallas Mavericks","Atlantic Division","East","v","114","-14","9"
"1463",732,"Wed, Feb 4, 2015","Houston Rockets","Central Division","West","h","101","11","5"
"1464",732,"Wed, Feb 4, 2015","Chicago Bulls","Atlantic Division","East","v","90","-11","14"
"1465",733,"Wed, Feb 4, 2015","Indiana Pacers","Central Division","East","h","114","5","8"
"1466",733,"Wed, Feb 4, 2015","Detroit Pistons","Atlantic Division","East","v","109","-5","24"
"1467",734,"Wed, Feb 4, 2015","Milwaukee Bucks","Pacific Division","East","h","113","8","29"
"1468",734,"Wed, Feb 4, 2015","Los Angeles Lakers","Atlantic Division","East","v","105","-8","25"
"1469",735,"Wed, Feb 4, 2015","Minnesota Timberwolves","Southeast Division","West","h","102","1","10"
"1470",735,"Wed, Feb 4, 2015","Miami Heat","Atlantic Division","East","v","101","-1","6"
"1471",736,"Wed, Feb 4, 2015","New Orleans Pelicans","Northwest Division","West","h","91","-11","21"
"1472",736,"Wed, Feb 4, 2015","Oklahoma City Thunder","Atlantic Division","East","v","102","11","3"
"1473",737,"Wed, Feb 4, 2015","San Antonio Spurs","Southeast Division","West","h","110","7","1"
"1474",737,"Wed, Feb 4, 2015","Orlando Magic","Atlantic Division","East","v","103","-7","27"
"1475",738,"Wed, Feb 4, 2015","Toronto Raptors","Atlantic Division","East","h","93","-16","12"
"1476",738,"Wed, Feb 4, 2015","Brooklyn Nets","Atlantic Division","East","v","109","16","20"
"1477",739,"Wed, Feb 4, 2015","Utah Jazz","Southwest Division","West","h","90","-10","28"
"1478",739,"Wed, Feb 4, 2015","Memphis Grizzlies","Atlantic Division","East","v","100","10","13"
"1479",740,"Thu, Feb 5, 2015","Charlotte Hornets","Southeast Division","East","h","94","7","17"
"1480",740,"Thu, Feb 5, 2015","Washington Wizards","Atlantic Division","East","v","87","-7","15"
"1481",741,"Thu, Feb 5, 2015","Cleveland Cavaliers","Pacific Division","East","h","105","11","23"
"1482",741,"Thu, Feb 5, 2015","Los Angeles Clippers","Atlantic Division","East","v","94","-11","2"
"1483",742,"Thu, Feb 5, 2015","Portland Trail Blazers","Pacific Division","West","h","108","21","7"
"1484",742,"Thu, Feb 5, 2015","Phoenix Suns","Atlantic Division","East","v","87","-21","11"
"1485",743,"Thu, Feb 5, 2015","Sacramento Kings","Southwest Division","West","h","78","-23","22"
"1486",743,"Thu, Feb 5, 2015","Dallas Mavericks","Atlantic Division","East","v","101","23","9"
"1487",744,"Fri, Feb 6, 2015","Atlanta Hawks","Pacific Division","East","h","124","8","16"
"1488",744,"Fri, Feb 6, 2015","Golden State Warriors","Atlantic Division","East","v","116","-8","4"
"1489",745,"Fri, Feb 6, 2015","Boston Celtics","Atlantic Division","East","h","107","11","26"
"1490",745,"Fri, Feb 6, 2015","Philadelphia 76ers","Atlantic Division","East","v","96","-11","30"
"1491",746,"Fri, Feb 6, 2015","Brooklyn Nets","Atlantic Division","East","h","92","4","20"
"1492",746,"Fri, Feb 6, 2015","New York Knicks","Atlantic Division","East","v","88","-4","18"
"1493",747,"Fri, Feb 6, 2015","Detroit Pistons","Northwest Division","East","h","98","10","24"
"1494",747,"Fri, Feb 6, 2015","Denver Nuggets","Atlantic Division","East","v","88","-10","19"
"1495",748,"Fri, Feb 6, 2015","Houston Rockets","Central Division","West","h","117","6","5"
"1496",748,"Fri, Feb 6, 2015","Milwaukee Bucks","Atlantic Division","East","v","111","-6","29"
"1497",749,"Fri, Feb 6, 2015","Indiana Pacers","Central Division","East","h","103","4","8"
"1498",749,"Fri, Feb 6, 2015","Cleveland Cavaliers","Atlantic Division","East","v","99","-4","23"
"1499",750,"Fri, Feb 6, 2015","Minnesota Timberwolves","Southwest Division","West","h","90","1","10"
"1500",750,"Fri, Feb 6, 2015","Memphis Grizzlies","Atlantic Division","East","v","89","-1","13"
"1501",751,"Fri, Feb 6, 2015","Oklahoma City Thunder","Southwest Division","West","h","113","-3","3"
"1502",751,"Fri, Feb 6, 2015","New Orleans Pelicans","Atlantic Division","East","v","116","3","21"
"1503",752,"Fri, Feb 6, 2015","Orlando Magic","Pacific Division","East","h","103","6","27"
"1504",752,"Fri, Feb 6, 2015","Los Angeles Lakers","Atlantic Division","East","v","97","-6","25"
"1505",753,"Fri, Feb 6, 2015","Phoenix Suns","Northwest Division","West","h","100","7","11"
"1506",753,"Fri, Feb 6, 2015","Utah Jazz","Atlantic Division","East","v","93","-7","28"
"1507",754,"Fri, Feb 6, 2015","San Antonio Spurs","Southeast Division","West","h","98","13","1"
"1508",754,"Fri, Feb 6, 2015","Miami Heat","Atlantic Division","East","v","85","-13","6"
"1509",755,"Fri, Feb 6, 2015","Toronto Raptors","Pacific Division","East","h","123","16","12"
"1510",755,"Fri, Feb 6, 2015","Los Angeles Clippers","Atlantic Division","East","v","107","-16","2"
"1511",756,"Sat, Feb 7, 2015","Dallas Mavericks","Northwest Division","West","h","111","10","9"
"1512",756,"Sat, Feb 7, 2015","Portland Trail Blazers","Atlantic Division","East","v","101","-10","7"
"1513",757,"Sat, Feb 7, 2015","Milwaukee Bucks","Atlantic Division","East","h","96","3","29"
"1514",757,"Sat, Feb 7, 2015","Boston Celtics","Atlantic Division","East","v","93","-3","26"
"1515",758,"Sat, Feb 7, 2015","New Orleans Pelicans","Central Division","West","h","72","-35","21"
"1516",758,"Sat, Feb 7, 2015","Chicago Bulls","Atlantic Division","East","v","107","35","14"
"1517",759,"Sat, Feb 7, 2015","New York Knicks","Pacific Division","East","h","92","-14","18"
"1518",759,"Sat, Feb 7, 2015","Golden State Warriors","Atlantic Division","East","v","106","14","4"
"1519",760,"Sat, Feb 7, 2015","Philadelphia 76ers","Southeast Division","East","h","89","8","30"
"1520",760,"Sat, Feb 7, 2015","Charlotte Hornets","Atlantic Division","East","v","81","-8","17"
"1521",761,"Sat, Feb 7, 2015","Utah Jazz","Pacific Division","West","h","102","12","28"
"1522",761,"Sat, Feb 7, 2015","Sacramento Kings","Atlantic Division","East","v","90","-12","22"
"1523",762,"Sat, Feb 7, 2015","Washington Wizards","Atlantic Division","East","h","114","37","15"
"1524",762,"Sat, Feb 7, 2015","Brooklyn Nets","Atlantic Division","East","v","77","-37","20"
"1525",763,"Sun, Feb 8, 2015","Charlotte Hornets","Central Division","East","h","102","-1","17"
"1526",763,"Sun, Feb 8, 2015","Indiana Pacers","Atlantic Division","East","v","103","1","8"
"1527",764,"Sun, Feb 8, 2015","Cleveland Cavaliers","Pacific Division","East","h","120","15","23"
"1528",764,"Sun, Feb 8, 2015","Los Angeles Lakers","Atlantic Division","East","v","105","-15","25"
"1529",765,"Sun, Feb 8, 2015","Detroit Pistons","Southwest Division","East","h","101","-11","24"
"1530",765,"Sun, Feb 8, 2015","Minnesota Timberwolves","Atlantic Division","East","v","112","11","10"
"1531",766,"Sun, Feb 8, 2015","Houston Rockets","Northwest Division","West","h","98","-11","5"
"1532",766,"Sun, Feb 8, 2015","Portland Trail Blazers","Atlantic Division","East","v","109","11","7"
"1533",767,"Sun, Feb 8, 2015","Memphis Grizzlies","Southeast Division","West","h","94","6","13"
"1534",767,"Sun, Feb 8, 2015","Atlanta Hawks","Atlantic Division","East","v","88","-6","16"
"1535",768,"Sun, Feb 8, 2015","Oklahoma City Thunder","Pacific Division","West","h","131","23","3"
"1536",768,"Sun, Feb 8, 2015","Los Angeles Clippers","Atlantic Division","East","v","108","-23","2"
"1537",769,"Sun, Feb 8, 2015","Orlando Magic","Central Division","East","h","97","-1","27"
"1538",769,"Sun, Feb 8, 2015","Chicago Bulls","Atlantic Division","East","v","98","1","14"
"1539",770,"Sun, Feb 8, 2015","Sacramento Kings","Pacific Division","West","h","85","2","22"
"1540",770,"Sun, Feb 8, 2015","Phoenix Suns","Atlantic Division","East","v","83","-2","11"
"1541",771,"Sun, Feb 8, 2015","Toronto Raptors","Southwest Division","East","h","87","5","12"
"1542",771,"Sun, Feb 8, 2015","San Antonio Spurs","Atlantic Division","East","v","82","-5","1"
"1543",772,"Mon, Feb 9, 2015","Dallas Mavericks","Pacific Division","West","h","98","-17","9"
"1544",772,"Mon, Feb 9, 2015","Los Angeles Clippers","Atlantic Division","East","v","115","17","2"
"1545",773,"Mon, Feb 9, 2015","Denver Nuggets","Northwest Division","West","h","114","-10","19"
"1546",773,"Mon, Feb 9, 2015","Oklahoma City Thunder","Atlantic Division","East","v","124","10","3"
"1547",774,"Mon, Feb 9, 2015","Indiana Pacers","Southwest Division","East","h","93","-2","8"
"1548",774,"Mon, Feb 9, 2015","San Antonio Spurs","Atlantic Division","East","v","95","2","1"
"1549",775,"Mon, Feb 9, 2015","Miami Heat","Atlantic Division","East","h","109","14","6"
"1550",775,"Mon, Feb 9, 2015","New York Knicks","Atlantic Division","East","v","95","-14","18"
"1551",776,"Mon, Feb 9, 2015","Milwaukee Bucks","Atlantic Division","East","h","103","6","29"
"1552",776,"Mon, Feb 9, 2015","Brooklyn Nets","Atlantic Division","East","v","97","-6","20"
"1553",777,"Mon, Feb 9, 2015","Minnesota Timberwolves","Southeast Division","West","h","105","-12","10"
"1554",777,"Mon, Feb 9, 2015","Atlanta Hawks","Atlantic Division","East","v","117","12","16"
"1555",778,"Mon, Feb 9, 2015","New Orleans Pelicans","Northwest Division","West","h","96","-4","21"
"1556",778,"Mon, Feb 9, 2015","Utah Jazz","Atlantic Division","East","v","100","4","28"
"1557",779,"Mon, Feb 9, 2015","Philadelphia 76ers","Pacific Division","East","h","84","-5","30"
"1558",779,"Mon, Feb 9, 2015","Golden State Warriors","Atlantic Division","East","v","89","5","4"
"1559",780,"Mon, Feb 9, 2015","Washington Wizards","Southeast Division","East","h","96","16","15"
"1560",780,"Mon, Feb 9, 2015","Orlando Magic","Atlantic Division","East","v","80","-16","27"
"1561",781,"Tue, Feb 10, 2015","Chicago Bulls","Pacific Division","East","h","104","18","14"
"1562",781,"Tue, Feb 10, 2015","Sacramento Kings","Atlantic Division","East","v","86","-18","22"
"1563",782,"Tue, Feb 10, 2015","Charlotte Hornets","Central Division","East","h","78","-28","17"
"1564",782,"Tue, Feb 10, 2015","Detroit Pistons","Atlantic Division","East","v","106","28","24"
"1565",783,"Tue, Feb 10, 2015","Los Angeles Lakers","Northwest Division","West","h","96","-10","25"
"1566",783,"Tue, Feb 10, 2015","Denver Nuggets","Atlantic Division","East","v","106","10","19"
"1567",784,"Tue, Feb 10, 2015","Memphis Grizzlies","Atlantic Division","West","h","95","9","13"
"1568",784,"Tue, Feb 10, 2015","Brooklyn Nets","Atlantic Division","East","v","86","-9","20"
"1569",785,"Tue, Feb 10, 2015","Phoenix Suns","Southwest Division","West","h","118","-9","11"
"1570",785,"Tue, Feb 10, 2015","Houston Rockets","Atlantic Division","East","v","127","9","5"
"1571",786,"Wed, Feb 11, 2015","Boston Celtics","Southeast Division","East","h","89","1","26"
"1572",786,"Wed, Feb 11, 2015","Atlanta Hawks","Atlantic Division","East","v","88","-1","16"
"1573",787,"Wed, Feb 11, 2015","Cleveland Cavaliers","Southeast Division","East","h","113","20","23"
"1574",787,"Wed, Feb 11, 2015","Miami Heat","Atlantic Division","East","v","93","-20","6"
"1575",788,"Wed, Feb 11, 2015","Dallas Mavericks","Northwest Division","West","h","87","5","9"
"1576",788,"Wed, Feb 11, 2015","Utah Jazz","Atlantic Division","East","v","82","-5","28"
"1577",789,"Wed, Feb 11, 2015","Detroit Pistons","Southwest Division","East","h","87","-17","24"
"1578",789,"Wed, Feb 11, 2015","San Antonio Spurs","Atlantic Division","East","v","104","17","1"
"1579",790,"Wed, Feb 11, 2015","Los Angeles Clippers","Southwest Division","West","h","110","15","2"
"1580",790,"Wed, Feb 11, 2015","Houston Rockets","Atlantic Division","East","v","95","-15","5"
"1581",791,"Wed, Feb 11, 2015","Milwaukee Bucks","Pacific Division","East","h","111","8","29"
"1582",791,"Wed, Feb 11, 2015","Sacramento Kings","Atlantic Division","East","v","103","-8","22"
"1583",792,"Wed, Feb 11, 2015","Minnesota Timberwolves","Pacific Division","West","h","91","-3","10"
"1584",792,"Wed, Feb 11, 2015","Golden State Warriors","Atlantic Division","East","v","94","3","4"
"1585",793,"Wed, Feb 11, 2015","New Orleans Pelicans","Central Division","West","h","93","-13","21"
"1586",793,"Wed, Feb 11, 2015","Indiana Pacers","Atlantic Division","East","v","106","13","8"
"1587",794,"Wed, Feb 11, 2015","Oklahoma City Thunder","Southwest Division","West","h","105","16","3"
"1588",794,"Wed, Feb 11, 2015","Memphis Grizzlies","Atlantic Division","East","v","89","-16","13"
"1589",795,"Wed, Feb 11, 2015","Orlando Magic","Atlantic Division","East","h","89","6","27"
"1590",795,"Wed, Feb 11, 2015","New York Knicks","Atlantic Division","East","v","83","-6","18"
"1591",796,"Wed, Feb 11, 2015","Portland Trail Blazers","Pacific Division","West","h","102","16","7"
"1592",796,"Wed, Feb 11, 2015","Los Angeles Lakers","Atlantic Division","East","v","86","-16","25"
"1593",797,"Wed, Feb 11, 2015","Toronto Raptors","Southeast Division","East","h","95","2","12"
"1594",797,"Wed, Feb 11, 2015","Washington Wizards","Atlantic Division","East","v","93","-2","15"
"1595",798,"Thu, Feb 12, 2015","Chicago Bulls","Central Division","East","h","113","15","14"
