"","game.id","Date","team","div","conf","status","pts","diff","def.rank"
"615",308,"Tue, Dec 9, 2014","Cleveland Cavaliers","Atlantic Division","East","h","105","4","23"
"616",308,"Tue, Dec 9, 2014","Toronto Raptors","Atlantic Division","East","v","101","-4","12"
"617",309,"Tue, Dec 9, 2014","Detroit Pistons","Northwest Division","East","h","86","-12","24"
"618",309,"Tue, Dec 9, 2014","Portland Trail Blazers","Atlantic Division","East","v","98","12","7"
"619",310,"Tue, Dec 9, 2014","Los Angeles Lakers","Pacific Division","West","h","98","3","25"
"620",310,"Tue, Dec 9, 2014","Sacramento Kings","Atlantic Division","East","v","95","-3","22"
"621",311,"Tue, Dec 9, 2014","Memphis Grizzlies","Southwest Division","West","h","114","9","13"
"622",311,"Tue, Dec 9, 2014","Dallas Mavericks","Atlantic Division","East","v","105","-9","9"
"623",312,"Tue, Dec 9, 2014","New Orleans Pelicans","Atlantic Division","West","h","104","11","21"
"624",312,"Tue, Dec 9, 2014","New York Knicks","Atlantic Division","East","v","93","-11","18"
"625",313,"Tue, Dec 9, 2014","Oklahoma City Thunder","Central Division","West","h","114","13","3"
"626",313,"Tue, Dec 9, 2014","Milwaukee Bucks","Atlantic Division","East","v","101","-13","29"
"627",314,"Tue, Dec 9, 2014","Phoenix Suns","Southeast Division","West","h","97","-6","11"
"628",314,"Tue, Dec 9, 2014","Miami Heat","Atlantic Division","East","v","103","6","6"
"629",315,"Tue, Dec 9, 2014","Utah Jazz","Southwest Division","West","h","100","4","28"
"630",315,"Tue, Dec 9, 2014","San Antonio Spurs","Atlantic Division","East","v","96","-4","1"
"631",316,"Wed, Dec 10, 2014","Atlanta Hawks","Atlantic Division","East","h","95","16","16"
"632",316,"Wed, Dec 10, 2014","Philadelphia 76ers","Atlantic Division","East","v","79","-16","30"
"633",317,"Wed, Dec 10, 2014","Chicago Bulls","Atlantic Division","East","h","105","25","14"
"634",317,"Wed, Dec 10, 2014","Brooklyn Nets","Atlantic Division","East","v","80","-25","20"
"635",318,"Wed, Dec 10, 2014","Charlotte Hornets","Atlantic Division","East","h","96","9","17"
"636",318,"Wed, Dec 10, 2014","Boston Celtics","Atlantic Division","East","v","87","-9","26"
"637",319,"Wed, Dec 10, 2014","Dallas Mavericks","Southwest Division","West","h","112","5","9"
"638",319,"Wed, Dec 10, 2014","New Orleans Pelicans","Atlantic Division","East","v","107","-5","21"
"639",320,"Wed, Dec 10, 2014","Denver Nuggets","Southeast Division","West","h","102","20","19"
"640",320,"Wed, Dec 10, 2014","Miami Heat","Atlantic Division","East","v","82","-20","6"
"641",321,"Wed, Dec 10, 2014","Golden State Warriors","Southwest Division","West","h","105","12","4"
"642",321,"Wed, Dec 10, 2014","Houston Rockets","Atlantic Division","East","v","93","-12","5"
"643",322,"Wed, Dec 10, 2014","Indiana Pacers","Pacific Division","East","h","96","-7","8"
"644",322,"Wed, Dec 10, 2014","Los Angeles Clippers","Atlantic Division","East","v","103","7","2"
"645",323,"Wed, Dec 10, 2014","Minnesota Timberwolves","Northwest Division","West","h","90","8","10"
"646",323,"Wed, Dec 10, 2014","Portland Trail Blazers","Atlantic Division","East","v","82","-8","7"
"647",324,"Wed, Dec 10, 2014","Orlando Magic","Southeast Division","East","h","89","-2","27"
"648",324,"Wed, Dec 10, 2014","Washington Wizards","Atlantic Division","East","v","91","2","15"
"649",325,"Wed, Dec 10, 2014","San Antonio Spurs","Atlantic Division","West","h","109","14","1"
"650",325,"Wed, Dec 10, 2014","New York Knicks","Atlantic Division","East","v","95","-14","18"
"651",326,"Thu, Dec 11, 2014","Oklahoma City Thunder","Central Division","West","h","103","9","3"
"652",326,"Thu, Dec 11, 2014","Cleveland Cavaliers","Atlantic Division","East","v","94","-9","23"
"653",327,"Thu, Dec 11, 2014","Sacramento Kings","Southwest Division","West","h","109","-4","22"
"654",327,"Thu, Dec 11, 2014","Houston Rockets","Atlantic Division","East","v","113","4","5"
"655",328,"Fri, Dec 12, 2014","Atlanta Hawks","Southeast Division","East","h","87","6","16"
"656",328,"Fri, Dec 12, 2014","Orlando Magic","Atlantic Division","East","v","81","-6","27"
"657",329,"Fri, Dec 12, 2014","Boston Celtics","Atlantic Division","East","h","95","-6","26"
"658",329,"Fri, Dec 12, 2014","New York Knicks","Atlantic Division","East","v","101","6","18"
"659",330,"Fri, Dec 12, 2014","Brooklyn Nets","Atlantic Division","East","h","88","18","20"
"660",330,"Fri, Dec 12, 2014","Philadelphia 76ers","Atlantic Division","East","v","70","-18","30"
"661",331,"Fri, Dec 12, 2014","Chicago Bulls","Northwest Division","East","h","115","9","14"
"662",331,"Fri, Dec 12, 2014","Portland Trail Blazers","Atlantic Division","East","v","106","-9","7"
"663",332,"Fri, Dec 12, 2014","Memphis Grizzlies","Southeast Division","West","h","113","6","13"
"664",332,"Fri, Dec 12, 2014","Charlotte Hornets","Atlantic Division","East","v","107","-6","17"
"665",333,"Fri, Dec 12, 2014","Minnesota Timberwolves","Northwest Division","West","h","92","-19","10"
"666",333,"Fri, Dec 12, 2014","Oklahoma City Thunder","Atlantic Division","East","v","111","19","3"
"667",334,"Fri, Dec 12, 2014","New Orleans Pelicans","Central Division","West","h","119","5","21"
"668",334,"Fri, Dec 12, 2014","Cleveland Cavaliers","Atlantic Division","East","v","114","-5","23"
"669",335,"Fri, Dec 12, 2014","Phoenix Suns","Central Division","West","h","103","-2","11"
"670",335,"Fri, Dec 12, 2014","Detroit Pistons","Atlantic Division","East","v","105","2","24"
"671",336,"Fri, Dec 12, 2014","San Antonio Spurs","Pacific Division","West","h","110","-2","1"
"672",336,"Fri, Dec 12, 2014","Los Angeles Lakers","Atlantic Division","East","v","112","2","25"
"673",337,"Fri, Dec 12, 2014","Toronto Raptors","Central Division","East","h","106","12","12"
"674",337,"Fri, Dec 12, 2014","Indiana Pacers","Atlantic Division","East","v","94","-12","8"
"675",338,"Fri, Dec 12, 2014","Utah Jazz","Southeast Division","West","h","95","-5","28"
"676",338,"Fri, Dec 12, 2014","Miami Heat","Atlantic Division","East","v","100","5","6"
"677",339,"Fri, Dec 12, 2014","Washington Wizards","Pacific Division","East","h","104","8","15"
"678",339,"Fri, Dec 12, 2014","Los Angeles Clippers","Atlantic Division","East","v","96","-8","2"
"679",340,"Sat, Dec 13, 2014","Charlotte Hornets","Atlantic Division","East","h","87","-27","17"
"680",340,"Sat, Dec 13, 2014","Brooklyn Nets","Atlantic Division","East","v","114","27","20"
"681",341,"Sat, Dec 13, 2014","Dallas Mavericks","Pacific Division","West","h","98","-7","9"
"682",341,"Sat, Dec 13, 2014","Golden State Warriors","Atlantic Division","East","v","105","7","4"
"683",342,"Sat, Dec 13, 2014","Houston Rockets","Northwest Division","West","h","108","12","5"
"684",342,"Sat, Dec 13, 2014","Denver Nuggets","Atlantic Division","East","v","96","-12","19"
"685",343,"Sat, Dec 13, 2014","Indiana Pacers","Northwest Division","East","h","85","-10","8"
"686",343,"Sat, Dec 13, 2014","Portland Trail Blazers","Atlantic Division","East","v","95","10","7"
"687",344,"Sat, Dec 13, 2014","Milwaukee Bucks","Pacific Division","East","h","111","5","29"
"688",344,"Sat, Dec 13, 2014","Los Angeles Clippers","Atlantic Division","East","v","106","-5","2"
"689",345,"Sat, Dec 13, 2014","Orlando Magic","Southeast Division","East","h","100","1","27"
"690",345,"Sat, Dec 13, 2014","Atlanta Hawks","Atlantic Division","East","v","99","-1","16"
"691",346,"Sat, Dec 13, 2014","Philadelphia 76ers","Southwest Division","East","h","115","-5","30"
"692",346,"Sat, Dec 13, 2014","Memphis Grizzlies","Atlantic Division","East","v","120","5","13"
"693",347,"Sat, Dec 13, 2014","Sacramento Kings","Central Division","West","h","90","-5","22"
"694",347,"Sat, Dec 13, 2014","Detroit Pistons","Atlantic Division","East","v","95","5","24"
"695",348,"Sun, Dec 14, 2014","Denver Nuggets","Southwest Division","West","h","91","-8","19"
"696",348,"Sun, Dec 14, 2014","San Antonio Spurs","Atlantic Division","East","v","99","8","1"
"697",349,"Sun, Dec 14, 2014","Miami Heat","Central Division","East","h","75","-18","6"
"698",349,"Sun, Dec 14, 2014","Chicago Bulls","Atlantic Division","East","v","93","18","14"
"699",350,"Sun, Dec 14, 2014","Minnesota Timberwolves","Pacific Division","West","h","94","-6","10"
"700",350,"Sun, Dec 14, 2014","Los Angeles Lakers","Atlantic Division","East","v","100","6","25"
"701",351,"Sun, Dec 14, 2014","New Orleans Pelicans","Pacific Division","West","h","122","-6","21"
"702",351,"Sun, Dec 14, 2014","Golden State Warriors","Atlantic Division","East","v","128","6","4"
"703",352,"Sun, Dec 14, 2014","New York Knicks","Atlantic Division","East","h","90","-5","18"
"704",352,"Sun, Dec 14, 2014","Toronto Raptors","Atlantic Division","East","v","95","5","12"
"705",353,"Sun, Dec 14, 2014","Oklahoma City Thunder","Pacific Division","West","h","112","24","3"
"706",353,"Sun, Dec 14, 2014","Phoenix Suns","Atlantic Division","East","v","88","-24","11"
"707",354,"Sun, Dec 14, 2014","Washington Wizards","Northwest Division","East","h","93","9","15"
"708",354,"Sun, Dec 14, 2014","Utah Jazz","Atlantic Division","East","v","84","-9","28"
"709",355,"Mon, Dec 15, 2014","Atlanta Hawks","Central Division","East","h","93","7","16"
"710",355,"Mon, Dec 15, 2014","Chicago Bulls","Atlantic Division","East","v","86","-7","14"
"711",356,"Mon, Dec 15, 2014","Cleveland Cavaliers","Southeast Division","East","h","97","9","23"
"712",356,"Mon, Dec 15, 2014","Charlotte Hornets","Atlantic Division","East","v","88","-9","17"
"713",357,"Mon, Dec 15, 2014","Indiana Pacers","Pacific Division","East","h","110","19","8"
"714",357,"Mon, Dec 15, 2014","Los Angeles Lakers","Atlantic Division","East","v","91","-19","25"
"715",358,"Mon, Dec 15, 2014","Los Angeles Clippers","Central Division","West","h","113","22","2"
"716",358,"Mon, Dec 15, 2014","Detroit Pistons","Atlantic Division","East","v","91","-22","24"
"717",359,"Mon, Dec 15, 2014","Philadelphia 76ers","Atlantic Division","East","h","87","-18","30"
"718",359,"Mon, Dec 15, 2014","Boston Celtics","Atlantic Division","East","v","105","18","26"
"719",360,"Mon, Dec 15, 2014","Phoenix Suns","Central Division","West","h","94","-2","11"
"720",360,"Mon, Dec 15, 2014","Milwaukee Bucks","Atlantic Division","East","v","96","2","29"
"721",361,"Mon, Dec 15, 2014","Portland Trail Blazers","Southwest Division","West","h","108","13","7"
"722",361,"Mon, Dec 15, 2014","San Antonio Spurs","Atlantic Division","East","v","95","-13","1"
"723",362,"Mon, Dec 15, 2014","Toronto Raptors","Southeast Division","East","h","95","13","12"
"724",362,"Mon, Dec 15, 2014","Orlando Magic","Atlantic Division","East","v","82","-13","27"
"725",363,"Tue, Dec 16, 2014","Brooklyn Nets","Southeast Division","East","h","91","-4","20"
"726",363,"Tue, Dec 16, 2014","Miami Heat","Atlantic Division","East","v","95","4","6"
"727",364,"Tue, Dec 16, 2014","Memphis Grizzlies","Pacific Division","West","h","105","7","13"
"728",364,"Tue, Dec 16, 2014","Golden State Warriors","Atlantic Division","East","v","98","-7","4"
"729",365,"Tue, Dec 16, 2014","New Orleans Pelicans","Northwest Division","West","h","119","8","21"
"730",365,"Tue, Dec 16, 2014","Utah Jazz","Atlantic Division","East","v","111","-8","28"
"731",366,"Tue, Dec 16, 2014","New York Knicks","Southwest Division","East","h","87","-20","18"
"732",366,"Tue, Dec 16, 2014","Dallas Mavericks","Atlantic Division","East","v","107","20","9"
"733",367,"Tue, Dec 16, 2014","Sacramento Kings","Northwest Division","West","h","92","-12","22"
"734",367,"Tue, Dec 16, 2014","Oklahoma City Thunder","Atlantic Division","East","v","104","12","3"
"735",368,"Tue, Dec 16, 2014","Washington Wizards","Southwest Division","East","h","109","14","15"
"736",368,"Tue, Dec 16, 2014","Minnesota Timberwolves","Atlantic Division","East","v","95","-14","10"
"737",369,"Wed, Dec 17, 2014","Boston Celtics","Southeast Division","East","h","109","17","26"
"738",369,"Wed, Dec 17, 2014","Orlando Magic","Atlantic Division","East","v","92","-17","27"
"739",370,"Wed, Dec 17, 2014","Charlotte Hornets","Pacific Division","East","h","106","-5","17"
"740",370,"Wed, Dec 17, 2014","Phoenix Suns","Atlantic Division","East","v","111","5","11"
"741",371,"Wed, Dec 17, 2014","Cleveland Cavaliers","Southeast Division","East","h","98","-29","23"
"742",371,"Wed, Dec 17, 2014","Atlanta Hawks","Atlantic Division","East","v","127","29","16"
"743",372,"Wed, Dec 17, 2014","Denver Nuggets","Southwest Division","West","h","111","-4","19"
"744",372,"Wed, Dec 17, 2014","Houston Rockets","Atlantic Division","East","v","115","4","5"
"745",373,"Wed, Dec 17, 2014","Detroit Pistons","Southwest Division","East","h","106","-11","24"
"746",373,"Wed, Dec 17, 2014","Dallas Mavericks","Atlantic Division","East","v","117","11","9"
"747",374,"Wed, Dec 17, 2014","Los Angeles Clippers","Central Division","West","h","102","2","2"
"748",374,"Wed, Dec 17, 2014","Indiana Pacers","Atlantic Division","East","v","100","-2","8"
"749",375,"Wed, Dec 17, 2014","Miami Heat","Northwest Division","East","h","87","-18","6"
"750",375,"Wed, Dec 17, 2014","Utah Jazz","Atlantic Division","East","v","105","18","28"
"751",376,"Wed, Dec 17, 2014","Portland Trail Blazers","Central Division","West","h","104","7","7"
"752",376,"Wed, Dec 17, 2014","Milwaukee Bucks","Atlantic Division","East","v","97","-7","29"
"753",377,"Wed, Dec 17, 2014","San Antonio Spurs","Southwest Division","West","h","116","-1","1"
"754",377,"Wed, Dec 17, 2014","Memphis Grizzlies","Atlantic Division","East","v","117","1","13"
"755",378,"Wed, Dec 17, 2014","Toronto Raptors","Atlantic Division","East","h","105","16","12"
"756",378,"Wed, Dec 17, 2014","Brooklyn Nets","Atlantic Division","East","v","89","-16","20"
"757",379,"Thu, Dec 18, 2014","Chicago Bulls","Atlantic Division","East","h","103","6","14"
"758",379,"Thu, Dec 18, 2014","New York Knicks","Atlantic Division","East","v","97","-6","18"
"759",380,"Thu, Dec 18, 2014","Golden State Warriors","Northwest Division","West","h","114","5","4"
"760",380,"Thu, Dec 18, 2014","Oklahoma City Thunder","Atlantic Division","East","v","109","-5","3"
"761",381,"Thu, Dec 18, 2014","Houston Rockets","Southwest Division","West","h","90","-9","5"
"762",381,"Thu, Dec 18, 2014","New Orleans Pelicans","Atlantic Division","East","v","99","9","21"
"763",382,"Thu, Dec 18, 2014","Sacramento Kings","Central Division","West","h","107","-1","22"
"764",382,"Thu, Dec 18, 2014","Milwaukee Bucks","Atlantic Division","East","v","108","1","29"
"765",383,"Fri, Dec 19, 2014","Boston Celtics","Southwest Division","East","h","114","16","26"
"766",383,"Fri, Dec 19, 2014","Minnesota Timberwolves","Atlantic Division","East","v","98","-16","10"
"767",384,"Fri, Dec 19, 2014","Cleveland Cavaliers","Atlantic Division","East","h","95","4","23"
"768",384,"Fri, Dec 19, 2014","Brooklyn Nets","Atlantic Division","East","v","91","-4","20"
"769",385,"Fri, Dec 19, 2014","Denver Nuggets","Pacific Division","West","h","109","3","19"
"770",385,"Fri, Dec 19, 2014","Los Angeles Clippers","Atlantic Division","East","v","106","-3","2"
"771",386,"Fri, Dec 19, 2014","Detroit Pistons","Atlantic Division","East","h","100","-10","24"
"772",386,"Fri, Dec 19, 2014","Toronto Raptors","Atlantic Division","East","v","110","10","12"
"773",387,"Fri, Dec 19, 2014","Los Angeles Lakers","Northwest Division","West","h","103","-1","25"
"774",387,"Fri, Dec 19, 2014","Oklahoma City Thunder","Atlantic Division","East","v","104","1","3"
"775",388,"Fri, Dec 19, 2014","Memphis Grizzlies","Central Division","West","h","97","-6","13"
"776",388,"Fri, Dec 19, 2014","Chicago Bulls","Atlantic Division","East","v","103","6","14"
"777",389,"Fri, Dec 19, 2014","Miami Heat","Southeast Division","East","h","103","-2","6"
"778",389,"Fri, Dec 19, 2014","Washington Wizards","Atlantic Division","East","v","105","2","15"
"779",390,"Fri, Dec 19, 2014","Orlando Magic","Northwest Division","East","h","94","-7","27"
"780",390,"Fri, Dec 19, 2014","Utah Jazz","Atlantic Division","East","v","101","7","28"
"781",391,"Fri, Dec 19, 2014","Philadelphia 76ers","Southeast Division","East","h","91","-18","30"
"782",391,"Fri, Dec 19, 2014","Charlotte Hornets","Atlantic Division","East","v","109","18","17"
"783",392,"Fri, Dec 19, 2014","San Antonio Spurs","Northwest Division","West","h","119","-10","1"
"784",392,"Fri, Dec 19, 2014","Portland Trail Blazers","Atlantic Division","East","v","129","10","7"
"785",393,"Sat, Dec 20, 2014","Charlotte Hornets","Northwest Division","East","h","104","18","17"
"786",393,"Sat, Dec 20, 2014","Utah Jazz","Atlantic Division","East","v","86","-18","28"
"787",394,"Sat, Dec 20, 2014","Dallas Mavericks","Southwest Division","West","h","99","6","9"
"788",394,"Sat, Dec 20, 2014","San Antonio Spurs","Atlantic Division","East","v","93","-6","1"
"789",395,"Sat, Dec 20, 2014","Denver Nuggets","Central Division","West","h","76","3","19"
"790",395,"Sat, Dec 20, 2014","Indiana Pacers","Atlantic Division","East","v","73","-3","8"
"791",396,"Sat, Dec 20, 2014","Houston Rockets","Southeast Division","West","h","97","-7","5"
"792",396,"Sat, Dec 20, 2014","Atlanta Hawks","Atlantic Division","East","v","104","7","16"
"793",397,"Sat, Dec 20, 2014","Los Angeles Clippers","Central Division","West","h","106","4","2"
"794",397,"Sat, Dec 20, 2014","Milwaukee Bucks","Atlantic Division","East","v","102","-4","29"
"795",398,"Sat, Dec 20, 2014","New Orleans Pelicans","Northwest Division","West","h","88","-26","21"
"796",398,"Sat, Dec 20, 2014","Portland Trail Blazers","Atlantic Division","East","v","114","26","7"
"797",399,"Sat, Dec 20, 2014","New York Knicks","Pacific Division","East","h","90","-9","18"
"798",399,"Sat, Dec 20, 2014","Phoenix Suns","Atlantic Division","East","v","99","9","11"
"799",400,"Sun, Dec 21, 2014","Brooklyn Nets","Central Division","East","h","110","5","20"
"800",400,"Sun, Dec 21, 2014","Detroit Pistons","Atlantic Division","East","v","105","-5","24"
"801",401,"Sun, Dec 21, 2014","Cleveland Cavaliers","Southwest Division","East","h","105","14","23"
"802",401,"Sun, Dec 21, 2014","Memphis Grizzlies","Atlantic Division","East","v","91","-14","13"
"803",402,"Sun, Dec 21, 2014","Miami Heat","Atlantic Division","East","h","100","16","6"
"804",402,"Sun, Dec 21, 2014","Boston Celtics","Atlantic Division","East","v","84","-16","26"
"805",403,"Sun, Dec 21, 2014","Minnesota Timberwolves","Central Division","West","h","96","-4","10"
"806",403,"Sun, Dec 21, 2014","Indiana Pacers","Atlantic Division","East","v","100","4","8"
"807",404,"Sun, Dec 21, 2014","Oklahoma City Thunder","Southwest Division","West","h","99","-2","3"
"808",404,"Sun, Dec 21, 2014","New Orleans Pelicans","Atlantic Division","East","v","101","2","21"
"809",405,"Sun, Dec 21, 2014","Orlando Magic","Atlantic Division","East","h","88","-8","27"
"810",405,"Sun, Dec 21, 2014","Philadelphia 76ers","Atlantic Division","East","v","96","8","30"
"811",406,"Sun, Dec 21, 2014","Sacramento Kings","Pacific Division","West","h","108","7","22"
"812",406,"Sun, Dec 21, 2014","Los Angeles Lakers","Atlantic Division","East","v","101","-7","25"
"813",407,"Sun, Dec 21, 2014","Toronto Raptors","Atlantic Division","East","h","118","10","12"
"814",407,"Sun, Dec 21, 2014","New York Knicks","Atlantic Division","East","v","108","-10","18"
"815",408,"Sun, Dec 21, 2014","Washington Wizards","Pacific Division","East","h","92","-12","15"
"816",408,"Sun, Dec 21, 2014","Phoenix Suns","Atlantic Division","East","v","104","12","11"
"817",409,"Mon, Dec 22, 2014","Chicago Bulls","Atlantic Division","East","h","129","9","14"
"818",409,"Mon, Dec 22, 2014","Toronto Raptors","Atlantic Division","East","v","120","-9","12"
"819",410,"Mon, Dec 22, 2014","Charlotte Hornets","Northwest Division","East","h","110","28","17"
"820",410,"Mon, Dec 22, 2014","Denver Nuggets","Atlantic Division","East","v","82","-28","19"
"821",411,"Mon, Dec 22, 2014","Dallas Mavericks","Southeast Division","West","h","102","-3","9"
"822",411,"Mon, Dec 22, 2014","Atlanta Hawks","Atlantic Division","East","v","105","3","16"
"823",412,"Mon, Dec 22, 2014","Golden State Warriors","Pacific Division","West","h","128","20","4"
"824",412,"Mon, Dec 22, 2014","Sacramento Kings","Atlantic Division","East","v","108","-20","22"
"825",413,"Mon, Dec 22, 2014","Houston Rockets","Northwest Division","West","h","110","15","5"
"826",413,"Mon, Dec 22, 2014","Portland Trail Blazers","Atlantic Division","East","v","95","-15","7"
"827",414,"Mon, Dec 22, 2014","Memphis Grizzlies","Northwest Division","West","h","91","-6","13"
"828",414,"Mon, Dec 22, 2014","Utah Jazz","Atlantic Division","East","v","97","6","28"
"829",415,"Mon, Dec 22, 2014","San Antonio Spurs","Pacific Division","West","h","125","7","1"
"830",415,"Mon, Dec 22, 2014","Los Angeles Clippers","Atlantic Division","East","v","118","-7","2"
"831",416,"Tue, Dec 23, 2014","Atlanta Hawks","Pacific Division","East","h","107","3","16"
"832",416,"Tue, Dec 23, 2014","Los Angeles Clippers","Atlantic Division","East","v","104","-3","2"
"833",417,"Tue, Dec 23, 2014","Brooklyn Nets","Northwest Division","East","h","102","6","20"
"834",417,"Tue, Dec 23, 2014","Denver Nuggets","Atlantic Division","East","v","96","-6","19"
"835",418,"Tue, Dec 23, 2014","Cleveland Cavaliers","Southwest Division","East","h","125","21","23"
"836",418,"Tue, Dec 23, 2014","Minnesota Timberwolves","Atlantic Division","East","v","104","-21","10"
"837",419,"Tue, Dec 23, 2014","Indiana Pacers","Southwest Division","East","h","96","12","8"
"838",419,"Tue, Dec 23, 2014","New Orleans Pelicans","Atlantic Division","East","v","84","-12","21"
"839",420,"Tue, Dec 23, 2014","Los Angeles Lakers","Pacific Division","West","h","115","10","25"
"840",420,"Tue, Dec 23, 2014","Golden State Warriors","Atlantic Division","East","v","105","-10","4"
"841",421,"Tue, Dec 23, 2014","Miami Heat","Atlantic Division","East","h","87","-4","6"
"842",421,"Tue, Dec 23, 2014","Philadelphia 76ers","Atlantic Division","East","v","91","4","30"
"843",422,"Tue, Dec 23, 2014","Milwaukee Bucks","Southeast Division","East","h","101","-7","29"
"844",422,"Tue, Dec 23, 2014","Charlotte Hornets","Atlantic Division","East","v","108","7","17"
"845",423,"Tue, Dec 23, 2014","Oklahoma City Thunder","Northwest Division","West","h","111","-4","3"
"846",423,"Tue, Dec 23, 2014","Portland Trail Blazers","Atlantic Division","East","v","115","4","7"
"847",424,"Tue, Dec 23, 2014","Orlando Magic","Atlantic Division","East","h","100","5","27"
"848",424,"Tue, Dec 23, 2014","Boston Celtics","Atlantic Division","East","v","95","-5","26"
"849",425,"Tue, Dec 23, 2014","Phoenix Suns","Southwest Division","West","h","124","9","11"
"850",425,"Tue, Dec 23, 2014","Dallas Mavericks","Atlantic Division","East","v","115","-9","9"
"851",426,"Tue, Dec 23, 2014","Washington Wizards","Central Division","East","h","91","-8","15"
"852",426,"Tue, Dec 23, 2014","Chicago Bulls","Atlantic Division","East","v","99","8","14"
"853",427,"Thu, Dec 25, 2014","Chicago Bulls","Pacific Division","East","h","113","20","14"
"854",427,"Thu, Dec 25, 2014","Los Angeles Lakers","Atlantic Division","East","v","93","-20","25"
"855",428,"Thu, Dec 25, 2014","Los Angeles Clippers","Pacific Division","West","h","100","14","2"
"856",428,"Thu, Dec 25, 2014","Golden State Warriors","Atlantic Division","East","v","86","-14","4"
"857",429,"Thu, Dec 25, 2014","Miami Heat","Central Division","East","h","101","10","6"
"858",429,"Thu, Dec 25, 2014","Cleveland Cavaliers","Atlantic Division","East","v","91","-10","23"
"859",430,"Thu, Dec 25, 2014","New York Knicks","Southeast Division","East","h","91","-11","18"
"860",430,"Thu, Dec 25, 2014","Washington Wizards","Atlantic Division","East","v","102","11","15"
"861",431,"Thu, Dec 25, 2014","San Antonio Spurs","Northwest Division","West","h","106","-8","1"
"862",431,"Thu, Dec 25, 2014","Oklahoma City Thunder","Atlantic Division","East","v","114","8","3"
"863",432,"Fri, Dec 26, 2014","Atlanta Hawks","Central Division","East","h","77","-30","16"
"864",432,"Fri, Dec 26, 2014","Milwaukee Bucks","Atlantic Division","East","v","107","30","29"
"865",433,"Fri, Dec 26, 2014","Boston Celtics","Atlantic Division","East","h","107","-2","26"
"866",433,"Fri, Dec 26, 2014","Brooklyn Nets","Atlantic Division","East","v","109","2","20"
"867",434,"Fri, Dec 26, 2014","Dallas Mavericks","Pacific Division","West","h","102","4","9"
"868",434,"Fri, Dec 26, 2014","Los Angeles Lakers","Atlantic Division","East","v","98","-4","25"
"869",435,"Fri, Dec 26, 2014","Denver Nuggets","Southwest Division","West","h","106","4","19"
"870",435,"Fri, Dec 26, 2014","Minnesota Timberwolves","Atlantic Division","East","v","102","-4","10"
"871",436,"Fri, Dec 26, 2014","Detroit Pistons","Central Division","East","h","119","10","24"
"872",436,"Fri, Dec 26, 2014","Indiana Pacers","Atlantic Division","East","v","109","-10","8"
"873",437,"Fri, Dec 26, 2014","Memphis Grizzlies","Southwest Division","West","h","111","-6","13"
"874",437,"Fri, Dec 26, 2014","Houston Rockets","Atlantic Division","East","v","117","6","5"
"875",438,"Fri, Dec 26, 2014","New Orleans Pelicans","Southwest Division","West","h","97","7","21"
"876",438,"Fri, Dec 26, 2014","San Antonio Spurs","Atlantic Division","East","v","90","-7","1"
"877",439,"Fri, Dec 26, 2014","Oklahoma City Thunder","Southeast Division","West","h","98","23","3"
"878",439,"Fri, Dec 26, 2014","Charlotte Hornets","Atlantic Division","East","v","75","-23","17"
"879",440,"Fri, Dec 26, 2014","Orlando Magic","Central Division","East","h","89","-9","27"
"880",440,"Fri, Dec 26, 2014","Cleveland Cavaliers","Atlantic Division","East","v","98","9","23"
"881",441,"Fri, Dec 26, 2014","Portland Trail Blazers","Atlantic Division","West","h","114","21","7"
"882",441,"Fri, Dec 26, 2014","Philadelphia 76ers","Atlantic Division","East","v","93","-21","30"
"883",442,"Fri, Dec 26, 2014","Sacramento Kings","Pacific Division","West","h","106","-9","22"
"884",442,"Fri, Dec 26, 2014","Phoenix Suns","Atlantic Division","East","v","115","9","11"
"885",443,"Sat, Dec 27, 2014","Brooklyn Nets","Central Division","East","h","85","-25","20"
"886",443,"Sat, Dec 27, 2014","Indiana Pacers","Atlantic Division","East","v","110","25","8"
"887",444,"Sat, Dec 27, 2014","Chicago Bulls","Southwest Division","East","h","107","7","14"
"888",444,"Sat, Dec 27, 2014","New Orleans Pelicans","Atlantic Division","East","v","100","-7","21"
"889",445,"Sat, Dec 27, 2014","Charlotte Hornets","Southeast Division","East","h","94","-8","17"
"890",445,"Sat, Dec 27, 2014","Orlando Magic","Atlantic Division","East","v","102","8","27"
"891",446,"Sat, Dec 27, 2014","Golden State Warriors","Southwest Division","West","h","110","13","4"
"892",446,"Sat, Dec 27, 2014","Minnesota Timberwolves","Atlantic Division","East","v","97","-13","10"
"893",447,"Sat, Dec 27, 2014","Los Angeles Clippers","Atlantic Division","West","h","98","-12","2"
"894",447,"Sat, Dec 27, 2014","Toronto Raptors","Atlantic Division","East","v","110","12","12"
"895",448,"Sat, Dec 27, 2014","Miami Heat","Southwest Division","East","h","95","-8","6"
"896",448,"Sat, Dec 27, 2014","Memphis Grizzlies","Atlantic Division","East","v","103","8","13"
"897",449,"Sat, Dec 27, 2014","Milwaukee Bucks","Southeast Division","East","h","85","-5","29"
"898",449,"Sat, Dec 27, 2014","Atlanta Hawks","Atlantic Division","East","v","90","5","16"
"899",450,"Sat, Dec 27, 2014","Sacramento Kings","Atlantic Division","West","h","135","6","22"
"900",450,"Sat, Dec 27, 2014","New York Knicks","Atlantic Division","East","v","129","-6","18"
"901",451,"Sat, Dec 27, 2014","Utah Jazz","Atlantic Division","West","h","88","17","28"
